# ['MStar', 'MRate', 'molec_abund']
16.94448182 0.00219773 0.00000120
16.94448182 0.00219773 0.00000120
16.94448182 0.00219773 0.00000120
17.42415092 0.00200487 0.00000120
17.42415092 0.00200487 0.00000120
17.42415092 0.00200487 0.00000120
21.51175939 0.00138140 0.00000139
22.79951820 0.00113500 0.00000167
22.79951820 0.00113500 0.00000167
24.19874459 0.00076109 0.00000231
19.79401761 0.00201090 0.00000212
19.95511212 0.00199731 0.00000207
19.94291107 0.00200129 0.00000206
19.94291107 0.00200129 0.00000206
19.88815093 0.00199815 0.00000203
19.88815093 0.00199815 0.00000203
19.88815093 0.00199815 0.00000203
19.88815093 0.00199815 0.00000203
19.88815093 0.00199815 0.00000203
19.88815093 0.00199815 0.00000203
19.88815093 0.00199815 0.00000203
20.37898228 0.00190576 0.00000191
20.96518032 0.00179122 0.00000191
17.66612500 0.00211426 0.00000137
17.66612500 0.00211426 0.00000137
17.66612500 0.00211426 0.00000137
22.24355085 0.00166605 0.00000211
21.40918960 0.00161509 0.00000166
21.56186910 0.00154081 0.00000160
21.27320254 0.00142406 0.00000099
21.27320254 0.00142406 0.00000099
21.27320254 0.00142406 0.00000099
21.27320254 0.00142406 0.00000099
21.27320254 0.00142406 0.00000099
21.27320254 0.00142406 0.00000099
21.27320254 0.00142406 0.00000099
21.27320254 0.00142406 0.00000099
22.37780016 0.00119358 0.00000106
22.37780016 0.00119358 0.00000106
22.37780016 0.00119358 0.00000106
20.29058985 0.00198815 0.00000205
20.36179231 0.00198559 0.00000206
21.33813793 0.00201211 0.00000211
21.06446333 0.00200631 0.00000202
21.77541385 0.00196788 0.00000198
21.77541385 0.00196788 0.00000198
22.14949452 0.00195853 0.00000198
20.56490464 0.00201604 0.00000168
20.56490464 0.00201604 0.00000168
20.56490464 0.00201604 0.00000168
20.56490464 0.00201604 0.00000168
20.46255009 0.00172461 0.00000168
20.46255009 0.00172461 0.00000168
14.70143462 0.00225822 0.00000064
14.70143462 0.00225822 0.00000064
14.70143462 0.00225822 0.00000064
14.70143462 0.00225822 0.00000064
14.70143462 0.00225822 0.00000064
14.70143462 0.00225822 0.00000064
17.87184278 0.00185579 0.00000081
19.65799918 0.00176107 0.00000089
19.65799918 0.00176107 0.00000089
19.65799918 0.00176107 0.00000089
19.65799918 0.00176107 0.00000089
19.72289613 0.00174753 0.00000090
19.72289613 0.00174753 0.00000090
19.72289613 0.00174753 0.00000090
19.72289613 0.00174753 0.00000090
19.72289613 0.00174753 0.00000090
19.72289613 0.00174753 0.00000090
20.42791678 0.00193562 0.00000195
20.42797018 0.00193357 0.00000195
20.42797018 0.00193357 0.00000195
20.42797018 0.00193357 0.00000195
20.92059476 0.00187401 0.00000186
21.05781975 0.00185649 0.00000182
20.03347906 0.00193321 0.00000162
20.47702622 0.00184768 0.00000160
20.11346389 0.00188533 0.00000147
19.94946546 0.00188470 0.00000140
20.16395015 0.00178115 0.00000094
20.16395015 0.00178115 0.00000094
20.13366630 0.00175830 0.00000082
20.42036296 0.00168198 0.00000068
20.42036296 0.00168198 0.00000068
20.42036296 0.00168198 0.00000068
20.42036296 0.00168198 0.00000068
20.79077883 0.00177101 0.00000052
20.79077883 0.00177101 0.00000052
20.79077883 0.00177101 0.00000052
20.79077883 0.00177101 0.00000052
20.79077883 0.00177101 0.00000052
20.79077883 0.00177101 0.00000052
20.79077883 0.00177101 0.00000052
20.79077883 0.00177101 0.00000052
20.79077883 0.00177101 0.00000052
20.79077883 0.00177101 0.00000052
21.03231670 0.00175940 0.00000062
21.03231670 0.00175940 0.00000062
21.62773003 0.00150901 0.00000082
19.18863373 0.00202779 0.00000195
19.18863373 0.00202779 0.00000195
19.75338932 0.00199344 0.00000197
19.75167066 0.00198975 0.00000196
19.75981896 0.00199079 0.00000196
19.75981896 0.00199079 0.00000196
21.32369103 0.00179393 0.00000213
21.32369103 0.00179393 0.00000213
21.32369103 0.00179393 0.00000213
21.32369103 0.00179393 0.00000213
21.14779903 0.00171478 0.00000205
20.98520240 0.00170605 0.00000203
20.98520240 0.00170605 0.00000203
20.98520240 0.00170605 0.00000203
21.64234461 0.00153242 0.00000216
21.64234461 0.00153242 0.00000216
21.64234461 0.00153242 0.00000216
21.64234461 0.00153242 0.00000216
21.64234461 0.00153242 0.00000216
21.04885917 0.00167027 0.00000188
21.04885917 0.00167027 0.00000188
21.04885917 0.00167027 0.00000188
21.04885917 0.00167027 0.00000188
21.08124954 0.00163346 0.00000181
20.91579263 0.00163051 0.00000174
18.20163906 0.00212495 0.00000099
18.20163906 0.00212495 0.00000099
21.80014375 0.00160824 0.00000133
19.29916235 0.00240295 0.00000052
19.29916235 0.00240295 0.00000052
20.17918757 0.00198945 0.00000195
20.17918757 0.00198945 0.00000195
19.89119975 0.00197367 0.00000183
19.63404862 0.00195958 0.00000171
19.63404862 0.00195958 0.00000171
19.63404862 0.00195958 0.00000171
19.63404862 0.00195958 0.00000171
19.63404862 0.00195958 0.00000171
19.62087836 0.00195498 0.00000169
19.53630354 0.00191463 0.00000148
19.39575076 0.00189964 0.00000141
19.71350196 0.00185063 0.00000122
19.61364073 0.00178765 0.00000124
21.35483061 0.00152618 0.00000123
21.35483061 0.00152618 0.00000123
21.35483061 0.00152618 0.00000123
20.34729250 0.00155023 0.00000107
20.34729250 0.00155023 0.00000107
20.34729250 0.00155023 0.00000107
20.34729250 0.00155023 0.00000107
20.34729250 0.00155023 0.00000107
21.32708487 0.00135406 0.00000128
21.32708487 0.00135406 0.00000128
21.32708487 0.00135406 0.00000128
21.31778013 0.00136615 0.00000123
21.31778013 0.00136615 0.00000123
27.12965744 0.00052453 0.00000166
27.12965744 0.00052453 0.00000166
27.12965744 0.00052453 0.00000166
27.12965744 0.00052453 0.00000166
19.76489727 0.00201815 0.00000198
19.76489727 0.00201815 0.00000198
19.76489727 0.00201815 0.00000198
19.76489727 0.00201815 0.00000198
19.76489727 0.00201815 0.00000198
19.76489727 0.00201815 0.00000198
19.68927766 0.00201032 0.00000196
19.68927766 0.00201032 0.00000196
19.68927766 0.00201032 0.00000196
19.68927766 0.00201032 0.00000196
19.75818305 0.00202706 0.00000192
19.75818305 0.00202706 0.00000192
19.65610789 0.00203029 0.00000190
19.65610789 0.00203029 0.00000190
20.00773067 0.00187004 0.00000134
20.00773067 0.00187004 0.00000134
19.07384356 0.00135836 0.00000125
19.07384356 0.00135836 0.00000125
19.31723110 0.00122953 0.00000138
19.31723110 0.00122953 0.00000138
19.31723110 0.00122953 0.00000138
19.31723110 0.00122953 0.00000138
19.31723110 0.00122953 0.00000138
19.31723110 0.00122953 0.00000138
19.31723110 0.00122953 0.00000138
19.31723110 0.00122953 0.00000138
18.24591796 0.00141566 0.00000092
20.77041842 0.00121650 0.00000103
20.92541392 0.00123655 0.00000101
20.92541392 0.00123655 0.00000101
20.28086324 0.00199789 0.00000192
20.28086324 0.00199789 0.00000192
20.03929093 0.00195848 0.00000184
20.03929093 0.00195848 0.00000184
19.99360999 0.00193084 0.00000177
20.00073291 0.00192774 0.00000177
19.57578485 0.00185280 0.00000165
19.57578485 0.00185280 0.00000165
19.57578485 0.00185280 0.00000165
19.29801181 0.00176819 0.00000147
19.18469210 0.00155453 0.00000159
18.79078161 0.00126871 0.00000143
18.06671482 0.00080655 0.00000115
18.06671482 0.00080655 0.00000115
18.06671482 0.00080655 0.00000115
18.06671482 0.00080655 0.00000115
18.06671482 0.00080655 0.00000115
18.47643182 0.00078985 0.00000114
18.47643182 0.00078985 0.00000114
18.47643182 0.00078985 0.00000114
18.47643182 0.00078985 0.00000114
19.79632765 0.00105109 0.00000121
19.79632765 0.00105109 0.00000121
20.19241521 0.00089183 0.00000121
20.19241521 0.00089183 0.00000121
20.19241521 0.00089183 0.00000121
22.45958585 0.00091987 0.00000167
22.45958585 0.00091987 0.00000167
22.94034279 0.00082064 0.00000188
23.09762975 0.00059778 0.00000201
20.97409931 0.00191140 0.00000172
20.97409931 0.00191140 0.00000172
18.59032789 0.00201275 0.00000141
16.82144106 0.00217379 0.00000097
16.82144106 0.00217379 0.00000097
16.82144106 0.00217379 0.00000097
16.82144106 0.00217379 0.00000097
16.51664563 0.00216297 0.00000091
14.48307047 0.00233001 0.00000051
14.48307047 0.00233001 0.00000051
14.81726735 0.00236971 0.00000051
14.81726735 0.00236971 0.00000051
14.81726735 0.00236971 0.00000051
14.81726735 0.00236971 0.00000051
14.81726735 0.00236971 0.00000051
15.28041195 0.00231950 0.00000051
15.28041195 0.00231950 0.00000051
15.28041195 0.00231950 0.00000051
17.71595692 0.00207707 0.00000051
17.71595692 0.00207707 0.00000051
17.71595692 0.00207707 0.00000051
17.71595692 0.00207707 0.00000051
18.22365640 0.00226223 0.00000051
18.22365640 0.00226223 0.00000051
18.22365640 0.00226223 0.00000051
18.22365640 0.00226223 0.00000051
20.80506310 0.00174825 0.00000077
20.80506310 0.00174825 0.00000077
20.80506310 0.00174825 0.00000077
20.80506310 0.00174825 0.00000077
20.02125087 0.00199244 0.00000203
20.21310634 0.00197685 0.00000195
20.51500310 0.00192116 0.00000194
20.51575665 0.00186641 0.00000184
21.01585414 0.00174865 0.00000165
21.11777644 0.00172568 0.00000160
21.27138888 0.00169450 0.00000158
21.27138888 0.00169450 0.00000158
21.69463194 0.00159895 0.00000155
22.74107602 0.00141930 0.00000148
24.39172472 0.00107013 0.00000120
24.39172472 0.00107013 0.00000120
24.39172472 0.00107013 0.00000120
24.39172472 0.00107013 0.00000120
24.39172472 0.00107013 0.00000120
24.39172472 0.00107013 0.00000120
25.08721338 0.00088932 0.00000121
25.08721338 0.00088932 0.00000121
25.08721338 0.00088932 0.00000121
25.08721338 0.00088932 0.00000121
25.08721338 0.00088932 0.00000121
25.25089843 0.00086304 0.00000122
25.25089843 0.00086304 0.00000122
25.25089843 0.00086304 0.00000122
25.25089843 0.00086304 0.00000122
25.25089843 0.00086304 0.00000122
25.25089843 0.00086304 0.00000122
25.25089843 0.00086304 0.00000122
25.25089843 0.00086304 0.00000122
25.25089843 0.00086304 0.00000122
20.31943953 0.00203610 0.00000204
20.37901933 0.00203118 0.00000203
20.58656210 0.00204777 0.00000202
20.58656210 0.00204777 0.00000202
20.77695948 0.00204496 0.00000203
20.77695948 0.00204496 0.00000203
20.77695948 0.00204496 0.00000203
20.77695948 0.00204496 0.00000203
20.68222741 0.00203681 0.00000198
20.68222741 0.00203681 0.00000198
20.17183027 0.00198239 0.00000176
20.17183027 0.00198239 0.00000176
20.16022600 0.00196469 0.00000175
20.16022600 0.00196469 0.00000175
20.07207832 0.00196943 0.00000173
20.16743982 0.00191115 0.00000172
20.18270841 0.00215559 0.00000151
20.18270841 0.00215559 0.00000151
20.18270841 0.00215559 0.00000151
20.18270841 0.00215559 0.00000151
20.17965332 0.00208433 0.00000150
20.17965332 0.00208433 0.00000150
14.04389296 0.00242444 0.00000075
12.90388156 0.00258555 0.00000061
13.61254002 0.00248194 0.00000067
13.61254002 0.00248194 0.00000067
13.61254002 0.00248194 0.00000067
13.61254002 0.00248194 0.00000067
15.22076358 0.00219799 0.00000085
15.22076358 0.00219799 0.00000085
20.07776571 0.00197171 0.00000210
20.25100762 0.00196005 0.00000202
20.25100762 0.00196005 0.00000202
20.34264312 0.00194779 0.00000201
20.34264312 0.00194779 0.00000201
20.34264312 0.00194779 0.00000201
20.38713212 0.00194063 0.00000201
20.21340941 0.00189413 0.00000200
20.21340941 0.00189413 0.00000200
20.21340941 0.00189413 0.00000200
20.21340941 0.00189413 0.00000200
20.73187950 0.00189250 0.00000201
24.22655653 0.00173850 0.00000234
24.22655653 0.00173850 0.00000234
24.22655653 0.00173850 0.00000234
26.83966202 0.00124494 0.00000307
26.83966202 0.00124494 0.00000307
26.83966202 0.00124494 0.00000307
26.83966202 0.00124494 0.00000307
23.22733393 0.00157440 0.00000205
23.49754078 0.00155103 0.00000207
23.49754078 0.00155103 0.00000207
23.49754078 0.00155103 0.00000207
25.42371596 0.00066357 0.00000301
25.42371596 0.00066357 0.00000301
27.05238640 0.00051262 0.00000344
27.05238640 0.00051262 0.00000344
27.05238640 0.00051262 0.00000344
27.05238640 0.00051262 0.00000344
27.05238640 0.00051262 0.00000344
20.24465387 0.00203633 0.00000204
20.26752813 0.00203788 0.00000202
20.26752813 0.00203788 0.00000202
20.11934193 0.00203206 0.00000201
19.91503352 0.00200155 0.00000188
19.50394581 0.00205323 0.00000176
19.50394581 0.00205323 0.00000176
19.50394581 0.00205323 0.00000176
19.63934496 0.00206293 0.00000172
19.76720340 0.00203640 0.00000171
20.34337958 0.00195798 0.00000181
21.83958324 0.00162984 0.00000159
22.90377380 0.00155440 0.00000175
25.30425572 0.00120526 0.00000156
25.30425572 0.00120526 0.00000156
25.30425572 0.00120526 0.00000156
25.30425572 0.00120526 0.00000156
29.25428048 0.00081969 0.00000227
29.25428048 0.00081969 0.00000227
29.25428048 0.00081969 0.00000227
26.68284897 0.00074878 0.00000184
26.68284897 0.00074878 0.00000184
26.68284897 0.00074878 0.00000184
26.68284897 0.00074878 0.00000184
26.68284897 0.00074878 0.00000184
28.70459908 0.00061682 0.00000197
28.70459908 0.00061682 0.00000197
28.70459908 0.00061682 0.00000197
28.70459908 0.00061682 0.00000197
28.70459908 0.00061682 0.00000197
19.85024738 0.00203146 0.00000202
19.85024738 0.00203146 0.00000202
19.76289828 0.00205990 0.00000197
19.76289828 0.00205990 0.00000197
19.76289828 0.00205990 0.00000197
19.57740452 0.00201920 0.00000199
19.31241952 0.00200984 0.00000197
19.31241952 0.00200984 0.00000197
20.92549715 0.00182219 0.00000212
20.92549715 0.00182219 0.00000212
20.76520116 0.00169424 0.00000200
21.03569041 0.00162174 0.00000207
21.82409464 0.00117242 0.00000231
21.82409464 0.00117242 0.00000231
21.84847987 0.00106729 0.00000235
21.84847987 0.00106729 0.00000235
21.84847987 0.00106729 0.00000235
21.84847987 0.00106729 0.00000235
22.05525661 0.00088322 0.00000248
22.05525661 0.00088322 0.00000248
22.05525661 0.00088322 0.00000248
22.05525661 0.00088322 0.00000248
22.05525661 0.00088322 0.00000248
22.05525661 0.00088322 0.00000248
22.05525661 0.00088322 0.00000248
22.05525661 0.00088322 0.00000248
24.12244047 0.00073710 0.00000215
24.29673549 0.00072375 0.00000222
24.53261774 0.00073996 0.00000221
24.26880228 0.00071489 0.00000222
20.03214852 0.00199933 0.00000210
20.03214852 0.00199933 0.00000210
20.12944937 0.00198187 0.00000207
20.12944937 0.00198187 0.00000207
20.12944937 0.00198187 0.00000207
19.88394753 0.00196531 0.00000205
19.98053083 0.00228595 0.00000155
19.98053083 0.00228595 0.00000155
19.98053083 0.00228595 0.00000155
19.98053083 0.00228595 0.00000155
19.98053083 0.00228595 0.00000155
19.98053083 0.00228595 0.00000155
26.08733211 0.00184156 0.00000232
26.08733211 0.00184156 0.00000232
26.08733211 0.00184156 0.00000232
26.08733211 0.00184156 0.00000232
19.93503575 0.00219271 0.00000151
20.45215067 0.00199008 0.00000156
20.45215067 0.00199008 0.00000156
22.15239869 0.00166738 0.00000199
22.44310667 0.00149280 0.00000193
22.44310667 0.00149280 0.00000193
22.44310667 0.00149280 0.00000193
22.44310667 0.00149280 0.00000193
22.44310667 0.00149280 0.00000193
22.09131404 0.00150531 0.00000188
21.52196068 0.00158327 0.00000164
21.85714190 0.00161455 0.00000145
20.41346003 0.00208648 0.00000104
20.81842317 0.00193581 0.00000099
20.30629018 0.00199023 0.00000179
20.30629018 0.00199023 0.00000179
20.30629018 0.00199023 0.00000179
20.17545019 0.00198745 0.00000175
20.17545019 0.00198745 0.00000175
20.17545019 0.00198745 0.00000175
20.24495408 0.00198285 0.00000170
20.21862145 0.00210443 0.00000157
20.21862145 0.00210443 0.00000157
19.59738434 0.00227899 0.00000125
19.58622765 0.00231161 0.00000117
19.58622765 0.00231161 0.00000117
19.58622765 0.00231161 0.00000117
19.58622765 0.00231161 0.00000117
21.67692822 0.00177149 0.00000118
21.70803125 0.00176783 0.00000117
21.70803125 0.00176783 0.00000117
23.69375523 0.00162465 0.00000111
23.69375523 0.00162465 0.00000111
27.14936174 0.00138118 0.00000129
28.47812632 0.00129334 0.00000132
28.47812632 0.00129334 0.00000132
28.47812632 0.00129334 0.00000132
28.47812632 0.00129334 0.00000132
28.47812632 0.00129334 0.00000132
34.66253845 0.00143862 0.00000160
34.73094327 0.00144106 0.00000160
34.73094327 0.00144106 0.00000160
34.73094327 0.00144106 0.00000160
34.73094327 0.00144106 0.00000160
20.42514301 0.00204212 0.00000204
20.42514301 0.00204212 0.00000204
20.42330803 0.00204200 0.00000204
20.76440459 0.00202907 0.00000200
20.77377834 0.00202743 0.00000201
20.77377834 0.00202743 0.00000201
20.77377834 0.00202743 0.00000201
20.70736728 0.00209039 0.00000190
20.23468430 0.00207823 0.00000182
20.23468430 0.00207823 0.00000182
20.23468430 0.00207823 0.00000182
20.23468430 0.00207823 0.00000182
20.94826406 0.00189902 0.00000201
20.49035008 0.00186081 0.00000174
20.54388424 0.00184993 0.00000173
20.52761251 0.00182781 0.00000159
20.52761251 0.00182781 0.00000159
18.63693097 0.00198926 0.00000126
17.95635114 0.00198896 0.00000114
17.95635114 0.00198896 0.00000114
17.95635114 0.00198896 0.00000114
17.41656673 0.00204458 0.00000101
17.41656673 0.00204458 0.00000101
19.48502951 0.00191673 0.00000123
20.59827098 0.00113873 0.00000178
20.92828003 0.00094964 0.00000206
20.92828003 0.00094964 0.00000206
20.92828003 0.00094964 0.00000206
21.16573253 0.00094488 0.00000201
21.51090911 0.00107145 0.00000180
19.68911033 0.00203199 0.00000211
19.79127910 0.00204536 0.00000210
19.84767962 0.00202882 0.00000209
19.92691098 0.00201585 0.00000208
19.92691098 0.00201585 0.00000208
19.79493441 0.00201711 0.00000204
19.79493441 0.00201711 0.00000204
19.79493441 0.00201711 0.00000204
19.79493441 0.00201711 0.00000204
19.74429542 0.00201386 0.00000200
19.75644222 0.00201216 0.00000200
19.75644222 0.00201216 0.00000200
19.75644222 0.00201216 0.00000200
21.12772108 0.00192821 0.00000211
21.12772108 0.00192821 0.00000211
21.12772108 0.00192821 0.00000211
21.12772108 0.00192821 0.00000211
21.12772108 0.00192821 0.00000211
21.12772108 0.00192821 0.00000211
21.12772108 0.00192821 0.00000211
21.37659792 0.00182590 0.00000207
21.37659792 0.00182590 0.00000207
21.37659792 0.00182590 0.00000207
21.37659792 0.00182590 0.00000207
28.53978200 0.00122063 0.00000336
23.98428793 0.00154981 0.00000205
23.98428793 0.00154981 0.00000205
23.71720597 0.00145630 0.00000196
22.39839420 0.00158851 0.00000142
21.68350906 0.00156713 0.00000135
19.87537102 0.00201402 0.00000202
19.87537102 0.00201402 0.00000202
19.80921597 0.00202788 0.00000198
19.77138071 0.00203332 0.00000196
19.77138071 0.00203332 0.00000196
19.77002739 0.00202834 0.00000196
18.46044524 0.00209294 0.00000152
18.46044524 0.00209294 0.00000152
18.46044524 0.00209294 0.00000152
16.27451791 0.00224310 0.00000115
12.57465223 0.00261280 0.00000054
12.57465223 0.00261280 0.00000054
12.57465223 0.00261280 0.00000054
12.57465223 0.00261280 0.00000054
12.57465223 0.00261280 0.00000054
12.57465223 0.00261280 0.00000054
12.57465223 0.00261280 0.00000054
12.57465223 0.00261280 0.00000054
12.57465223 0.00261280 0.00000054
12.57465223 0.00261280 0.00000054
15.64581910 0.00192697 0.00000073
18.30587472 0.00163462 0.00000087
18.30587472 0.00163462 0.00000087
20.84728307 0.00154935 0.00000098
20.84728307 0.00154935 0.00000098
20.84728307 0.00154935 0.00000098
23.15298645 0.00104771 0.00000097
23.15298645 0.00104771 0.00000097
23.15298645 0.00104771 0.00000097
23.15298645 0.00104771 0.00000097
19.81907245 0.00206254 0.00000210
19.85445162 0.00206357 0.00000210
19.85445162 0.00206357 0.00000210
19.85445162 0.00206357 0.00000210
19.85445162 0.00206357 0.00000210
19.85445162 0.00206357 0.00000210
19.85445162 0.00206357 0.00000210
19.86617758 0.00204081 0.00000208
20.23757059 0.00200461 0.00000206
20.01548284 0.00198673 0.00000193
20.13160792 0.00240069 0.00000137
20.13160792 0.00240069 0.00000137
20.20411370 0.00249826 0.00000123
20.20411370 0.00249826 0.00000123
20.20411370 0.00249826 0.00000123
20.20411370 0.00249826 0.00000123
20.20411370 0.00249826 0.00000123
19.98853554 0.00268151 0.00000107
19.98853554 0.00268151 0.00000107
17.75247885 0.00250248 0.00000089
17.75247885 0.00250248 0.00000089
17.75247885 0.00250248 0.00000089
18.33336794 0.00272158 0.00000066
18.33336794 0.00272158 0.00000066
18.19604591 0.00281755 0.00000059
18.19604591 0.00281755 0.00000059
18.19604591 0.00281755 0.00000059
18.19604591 0.00281755 0.00000059
18.45592200 0.00276436 0.00000060
18.28915363 0.00279931 0.00000057
20.47733305 0.00190362 0.00000201
20.50338050 0.00189943 0.00000201
20.84935065 0.00183116 0.00000197
20.84935065 0.00183116 0.00000197
20.47395272 0.00187083 0.00000189
20.15466239 0.00189731 0.00000181
20.41474667 0.00181446 0.00000167
20.63727478 0.00157284 0.00000173
20.63727478 0.00157284 0.00000173
20.32983675 0.00134674 0.00000168
20.32983675 0.00134674 0.00000168
20.32983675 0.00134674 0.00000168
20.32983675 0.00134674 0.00000168
20.32983675 0.00134674 0.00000168
21.18637899 0.00128841 0.00000158
21.18637899 0.00128841 0.00000158
21.18637899 0.00128841 0.00000158
21.24241943 0.00067716 0.00000108
21.24241943 0.00067716 0.00000108
21.24241943 0.00067716 0.00000108
21.61155115 0.00077838 0.00000124
21.32470453 0.00112529 0.00000099
21.32470453 0.00112529 0.00000099
21.32470453 0.00112529 0.00000099
21.32470453 0.00112529 0.00000099
21.32470453 0.00112529 0.00000099
21.32470453 0.00112529 0.00000099
22.24056968 0.00140668 0.00000082
22.24056968 0.00140668 0.00000082
22.24056968 0.00140668 0.00000082
19.71020621 0.00202034 0.00000209
19.71020621 0.00202034 0.00000209
19.71020621 0.00202034 0.00000209
19.71020621 0.00202034 0.00000209
19.79200732 0.00201284 0.00000201
19.79200732 0.00201284 0.00000201
20.13393750 0.00198695 0.00000201
19.89424824 0.00197383 0.00000187
19.89424824 0.00197383 0.00000187
19.89503879 0.00197355 0.00000187
19.89503879 0.00197355 0.00000187
19.89503879 0.00197355 0.00000187
19.89503879 0.00197355 0.00000187
19.98406520 0.00197058 0.00000183
19.98406520 0.00197058 0.00000183
20.31476215 0.00178295 0.00000176
20.31476215 0.00178295 0.00000176
20.50021865 0.00156188 0.00000162
20.50021865 0.00156188 0.00000162
20.50021865 0.00156188 0.00000162
20.50021865 0.00156188 0.00000162
20.50021865 0.00156188 0.00000162
20.50021865 0.00156188 0.00000162
20.50021865 0.00156188 0.00000162
20.50021865 0.00156188 0.00000162
20.50021865 0.00156188 0.00000162
20.61125405 0.00164180 0.00000120
20.86509361 0.00154265 0.00000127
20.86509361 0.00154265 0.00000127
20.86509361 0.00154265 0.00000127
20.58064576 0.00192268 0.00000203
20.58064576 0.00192268 0.00000203
20.47308935 0.00194967 0.00000199
20.62244683 0.00190274 0.00000197
20.62244683 0.00190274 0.00000197
20.62244683 0.00190274 0.00000197
20.62244683 0.00190274 0.00000197
20.94509089 0.00179921 0.00000178
20.94509089 0.00179921 0.00000178
20.94509089 0.00179921 0.00000178
20.94509089 0.00179921 0.00000178
20.45608649 0.00181962 0.00000155
21.19091246 0.00140401 0.00000188
21.19091246 0.00140401 0.00000188
21.19091246 0.00140401 0.00000188
21.31122542 0.00134753 0.00000189
21.31122542 0.00134753 0.00000189
21.57212431 0.00131158 0.00000194
21.57158014 0.00132375 0.00000192
21.55616335 0.00127828 0.00000187
22.02435554 0.00115254 0.00000198
22.02435554 0.00115254 0.00000198
24.03761198 0.00063481 0.00000290
26.10617930 0.00094158 0.00000216
26.10617930 0.00094158 0.00000216
27.11536069 0.00081545 0.00000209
27.00283385 0.00074666 0.00000184
27.00283385 0.00074666 0.00000184
27.00283385 0.00074666 0.00000184
27.00283385 0.00074666 0.00000184
20.01586496 0.00200678 0.00000203
20.25549186 0.00197110 0.00000203
20.25549186 0.00197110 0.00000203
20.73572793 0.00194739 0.00000205
21.40964953 0.00189036 0.00000202
21.40964953 0.00189036 0.00000202
21.40964953 0.00189036 0.00000202
21.40964953 0.00189036 0.00000202
21.40964953 0.00189036 0.00000202
21.40964953 0.00189036 0.00000202
21.40964953 0.00189036 0.00000202
21.40964953 0.00189036 0.00000202
22.99276390 0.00177371 0.00000203
22.99276390 0.00177371 0.00000203
22.99276390 0.00177371 0.00000203
22.99276390 0.00177371 0.00000203
22.99276390 0.00177371 0.00000203
22.99276390 0.00177371 0.00000203
22.99276390 0.00177371 0.00000203
22.99276390 0.00177371 0.00000203
22.99276390 0.00177371 0.00000203
24.16214061 0.00164459 0.00000226
24.16214061 0.00164459 0.00000226
25.36384661 0.00156637 0.00000234
25.36384661 0.00156637 0.00000234
