# ['MStar', 'MRate', 'Rdisc']
38.80532700 0.00082393 652.13655688
38.80532700 0.00082393 652.13655688
38.80532700 0.00082393 652.13655688
38.80532700 0.00082393 652.13655688
38.80532700 0.00082393 652.13655688
38.80532700 0.00082393 652.13655688
38.84209977 0.00082422 652.14851503
38.84209977 0.00082422 652.14851503
38.75939316 0.00082385 652.05225033
38.75939316 0.00082385 652.05225033
38.75939316 0.00082385 652.05225033
38.58346197 0.00081974 651.92812024
38.58346197 0.00081974 651.92812024
38.58346197 0.00081974 651.92812024
38.58346197 0.00081974 651.92812024
38.58346197 0.00081974 651.92812024
38.58346197 0.00081974 651.92812024
38.58346197 0.00081974 651.92812024
38.58346197 0.00081974 651.92812024
38.58346197 0.00081974 651.92812024
38.58346197 0.00081974 651.92812024
38.58346197 0.00081974 651.92812024
38.34528902 0.00081703 651.61283234
38.34528902 0.00081703 651.61283234
38.34528902 0.00081703 651.61283234
38.30361980 0.00081119 651.56622560
